event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,source_sheet,parse_status,missing_fields,scraped_at,parser_version,company_legal,company_inn,company_ogrn,company_okved,company_okved_description,director_name,director_role,revenue_mln,revenue_year,net_profit_mln,net_profit_year,requisites_source,requisites_confidence,requisites_comment,target,telegram_payload
ИнтерАвтоМеханика 2026,Carlego,Carlego,Запчасти и компоненты,Россия,,,7-320,Зал 7,Запчасти и компоненты,,,https://www.carlego.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153999-psk-ekspo-elit-servis,153999-psk-ekspo-elit-servis,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" КАРЛЕГО """,7724837773,1127746475273,45.20,Техническое обслуживание и ремонт автотранспортных средств,Захарова Оксана Николаевна,Генеральный директор,33.993,2025,2.621,2025,БО ФНС,high,,нет,interautomechanica2026_deal_153999
ИнтерАвтоМеханика 2026,"CHANGSHA AUTO PARTS CO.,LTD","CHANGSHA AUTO PARTS CO.,LTD",Шины и диски,Китай,,,7-286,Зал 7,Шины и диски,,,https://www.odps-autoparts.com/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155202-changsha-auto-parts-co-ltd,155202-changsha-auto-parts-co-ltd,Шины и диски,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155202
ИнтерАвтоМеханика 2026,"CHANGZHOU CHANGZHENG IMPORT AND EXPORT CO.,LTD","CHANGZHOU CHANGZHENG IMPORT AND EXPORT CO.,LTD",Запчасти и компоненты,Китай,,,8-827,Зал 8,Запчасти и компоненты,,,http://www.unicopart.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155637-changzhou-changzheng-import-and-export-co-ltd,155637-changzhou-changzheng-import-and-export-co-ltd,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155637
ИнтерАвтоМеханика 2026,"CHANGZHOU DAVID AUTO PARTS CO.,LTD","CHANGZHOU DAVID AUTO PARTS CO.,LTD",Запчасти и компоненты,Китай,,,8-808,Зал 8,Запчасти и компоненты,"""Changzhou david autoparts co., ltd расположена в городе Menghe, городе Changzhou, провинции Цзянсу. Это предприятие нового типа, интегрирующее исследования и разработки, производство и продажи автозапчастей. Компания была основана в 2017 году, специализирующаяся на производстве высококачественных автомобильных ламп и автомобильных пластиковых деталей. Компания придерживается бизнес-принципа репутации в первую очередь, клиент в первую очередь, и стремится разрабатывать красивые, новые и надежные продукты для клиентов. Компания прошла сертификацию системы качества IS9001 и сертификацию EMARK для некоторых ламп. Тепло приветствуем новых и старых клиентов для переговоров. Ищите общее развитие.""",,http://WWW.CZDAVID.COM,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155634-changzhou-david-auto-parts-co-ltd,155634-changzhou-david-auto-parts-co-ltd,"Запчасти и компоненты | ""Changzhou david autoparts co., ltd расположена в городе Menghe, городе Changzhou, провинции Цзянсу. Это предприятие нового типа, интегрирующее исследования и разработки, производство и продажи автозапчастей. Компания была основана в 2017 году, специализирующаяся на производстве высококачественных автомобильных ламп и автомобильных пластиковых деталей. Компания придерживается бизнес-принципа репутации в первую очередь, клиент в первую очередь, и стремится разрабатывать красивые, новые и надежные продукты для клиентов. Компания прошла сертификацию системы качества IS9001 и сертификацию EMARK для некоторых ламп. Тепло приветствуем новых и старых клиентов для переговоров. Ищите общее развитие.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155634
ИнтерАвтоМеханика 2026,"Chengdu HongTongDa Sheng Trading Co.,Ltd","Chengdu HongTongDa Sheng Trading Co.,Ltd",Запчасти и компоненты; Аксессуары и тюнинг,Китай,,,7-664,Зал 7,Запчасти и компоненты; Аксессуары и тюнинг,"Наша команда, обладающая опытом производства с 1999 года, специализируется на прецизионных распределительных валах и компонентах двигателей для глобальных клиентов на вторичном рынке и OEM-производителей. Мы сочетаем глубокие технические знания, стабильный контроль производства и строгий контроль качества, чтобы обеспечить надежную работу и длительный срок службы. От выбора сырья до окончательного тестирования каждый процесс тщательно контролируется в соответствии с международными стандартами и требованиями заказчика.",,http://www.xlqp.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154707-chengdu-hongtongda-sheng-trading-co-ltd,154707-chengdu-hongtongda-sheng-trading-co-ltd,"Запчасти и компоненты; Аксессуары и тюнинг | Наша команда, обладающая опытом производства с 1999 года, специализируется на прецизионных распределительных валах и компонентах двигателей для глобальных клиентов на вторичном рынке и OEM-производителей. Мы сочетаем глубокие технические знания, стабильный контроль производства и строгий контроль качества, чтобы обеспечить надежную работу и длительный срок службы. От выбора сырья до окончательного тестирования каждый процесс тщательно контролируется в соответствии с международными стандартами и требованиями заказчика.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154707
ИнтерАвтоМеханика 2026,"Chengdu Xingchen Dahai Internet Technology Co., Ltd.","Chengdu Xingchen Dahai Internet Technology Co., Ltd.","Запчасти и компоненты; Смазочные материалы, технические жидкости и автохимия",Китай,,,7-353,Зал 7,"Запчасти и компоненты; Смазочные материалы, технические жидкости и автохимия",,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154650-chengdu-xingchen-dahai-internet-technology-co-ltd,154650-chengdu-xingchen-dahai-internet-technology-co-ltd,"Запчасти и компоненты; Смазочные материалы, технические жидкости и автохимия",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154650
ИнтерАвтоМеханика 2026,"Chengdu YuanWang Zhike Auto Electric Co., Ltd","Chengdu YuanWang Zhike Auto Electric Co., Ltd",Запчасти и компоненты,Китай,,,7-661,Зал 7,Запчасти и компоненты,"Чэнду Юаньван Чжиконг Автомобильная Электрика ООО — профессиональный производитель автомобильных двигателей в Китае. Имея более чем двадцатилетний опыт работы в отрасли, компания специализируется на разработке и производстве стартеров автомобилей, энергосберегающих частотно-регулируемых двигателей высокой эффективности и основных комплектующих.На предприятии действуют автоматизированные производственные линии. Продукция подходит для эксплуатации на легковых автомобилях, коммерческом транспорте и строительной технике. Благодаря строгой сертифицированной системе контроля качества и возможностям индивидуальной разработки изделия поставляются на внутренний и внешний рынки. Компания стремится предоставлять надежные решения в области автомобильного электрооборудования для клиентов по всему миру.",,http://www.sidaode.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154638-chengdu-yuanwang-zhike-auto-electric-co-ltd,154638-chengdu-yuanwang-zhike-auto-electric-co-ltd,"Запчасти и компоненты | Чэнду Юаньван Чжиконг Автомобильная Электрика ООО — профессиональный производитель автомобильных двигателей в Китае. Имея более чем двадцатилетний опыт работы в отрасли, компания специализируется на разработке и производстве стартеров автомобилей, энергосберегающих частотно-регулируемых двигателей высокой эффективности и основных комплектующих.На предприятии действуют автоматизированные производственные линии. Продукция подходит для эксплуатации на легковых автомобилях, коммерческом транспорте и строительной технике. Благодаря строгой сертифицированной системе контроля качества и возможностям индивидуальной разработки изделия поставляются на внутренний и внешний рынки. Компания стремится предоставлять надежные решения в области автомобильного электрооборудования для клиентов по всему миру.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154638
ИнтерАвтоМеханика 2026,"CHINAFLYTOOL TRADE CO.,LTD","CHINAFLYTOOL TRADE CO.,LTD",Запчасти и компоненты; Мойки и моечное оборудование; Кузовной ремонт и лакокрасочные материалы; Аксессуары и тюнинг; Гаражное оборудование,Китай,,,8-840,Зал 8,Запчасти и компоненты; Мойки и моечное оборудование; Кузовной ремонт и лакокрасочные материалы; Аксессуары и тюнинг; Гаражное оборудование,"""Chinaflytool — профессиональный производитель и экспортер инструментов для мойки и ухода за автомобилями. Компания оснащена стандартизированными цехами и автоматизированным оборудованием, а также соблюдает строгую систему контроля качества на всех производственных этапах. Мы предлагаем комплексные решения для домашнего и профессионального ухода за автомобилями. Вся продукция изготовлена из экологически чистого высококачественного сырья, отличается износостойкостью, химической устойчивостью и долгим сроком службы. Предоставляем гибкие услуги OEM/ODM. Благодаря стабильным производственным мощностям и надежному сервису наша продукция поставляется по всему миру и пользуется высоким доверием зарубежных клиентов.""",,https://chinaflytool.m.en.alibaba.com/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155367-chinaflytool-trade-co-ltd,155367-chinaflytool-trade-co-ltd,"Запчасти и компоненты; Мойки и моечное оборудование; Кузовной ремонт и лакокрасочные материалы; Аксессуары и тюнинг; Гаражное оборудование | ""Chinaflytool — профессиональный производитель и экспортер инструментов для мойки и ухода за автомобилями. Компания оснащена стандартизированными цехами и автоматизированным оборудованием, а также соблюдает строгую систему контроля качества на всех производственных этапах. Мы предлагаем комплексные решения для домашнего и профессионального ухода за автомобилями. Вся продукция изготовлена из экологически чистого высококачественного сырья, отличается износостойкостью, химической устойчивостью и долгим сроком службы. Предоставляем гибкие услуги OEM/ODM. Благодаря стабильным производственным мощностям и надежному сервису наша продукция поставляется по всему миру и пользуется высоким доверием зарубежных клиентов.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155367
ИнтерАвтоМеханика 2026,"CHIPING XINFA ALUMINOUS PRODUCT CO.,LTD","CHIPING XINFA ALUMINOUS PRODUCT CO.,LTD",Запчасти и компоненты; Аккумуляторы и электроника,Китай,,,7-613,Зал 7,Запчасти и компоненты; Аккумуляторы и электроника,"Xinfawheels produce casting wheels ,flowforming wheels and forged wheels for passenger cars ,heavy trucks ,buses ,motocycles and ATV ,UTVS.Wheel size from 10inch to 30inch ,can make any finish,such as painting ,polished,chrome ,brushed ...",,http://www.xinfawheels.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154878-chiping-xinfa-aluminous-product-co-ltd,154878-chiping-xinfa-aluminous-product-co-ltd,"Запчасти и компоненты; Аккумуляторы и электроника | Xinfawheels produce casting wheels ,flowforming wheels and forged wheels for passenger cars ,heavy trucks ,buses ,motocycles and ATV ,UTVS.Wheel size from 10inch to 30inch ,can make any finish,such as painting ,polished,chrome ,brushed ...",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154878
ИнтерАвтоМеханика 2026,"CHONGQING QIXIN AUTO PARTS CO., LTD.","CHONGQING QIXIN AUTO PARTS CO., LTD.",Запчасти и компоненты,Китай,,,8-801,Зал 8,Запчасти и компоненты,"Компания Chongqing Qixin Automotive Parts Co., Ltd. была основана в 2007 году (ранее являлась муниципальным государственным предприятием, созданное в 1956 году). Она образовалась в результате реструктуризации Чонцинской фабрики зажимов, расположенной в промышленном парке Чанцзян, район Нанъань, Чунцинь. Компания обладает независимыми исследованиями и инновационными возможностями, собственными правами на интеллектуальную собственность, освоила передовые технологии разработки форм, применяет процесс горячей ковки, специализируется на производстве различных ключевых компонентов шасси и является высокотехнологичным предприятием, а также национальным специализированным и инновационным «малым гигантом» в области производства.",,http://www.cqqixin.com.cn,,,https://interauto-mechanica-floorplans-2026.pages.dev/#156786-chongqing-qixin-auto-parts-co-ltd,156786-chongqing-qixin-auto-parts-co-ltd,"Запчасти и компоненты | Компания Chongqing Qixin Automotive Parts Co., Ltd. была основана в 2007 году (ранее являлась муниципальным государственным предприятием, созданное в 1956 году). Она образовалась в результате реструктуризации Чонцинской фабрики зажимов, расположенной в промышленном парке Чанцзян, район Нанъань, Чунцинь. Компания обладает независимыми исследованиями и инновационными возможностями, собственными правами на интеллектуальную собственность, освоила передовые технологии разработки форм, применяет процесс горячей ковки, специализируется на производстве различных ключевых компонентов шасси и является высокотехнологичным предприятием, а также национальным специализированным и инновационным «малым гигантом» в области производства.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_156786
