event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file
China Commodity Fair 2026,25–27 августа 2026,"Cangzhou Longlin Trading Co., Ltd",Cangzhou Longlin Trading,"подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, N/A, N/A",1A38,1,Подарки и товары для праздника; Товары для дома и кухни,,,,frank@centrart-glass.com,,https://online.gefera.ru/info/ICF26/catalog/f1c46b48-c50a-68c0-737c-e319ad458cf3/,f1c46b48-c50a-68c0-737c-e319ad458cf3,"Компания «Cangzhou Longlin Trading» работает с 2020 года, в ее распоряжении три завода с суммарной годовой мощностью свыше 24 000 тонн. Специализация предприятия — цветные стеклянные стаканы, подсвечники, стекло для ванных комнат и декоративные вазы. Ассортиментный портфель насчитывает более 5 000 серий, которые находят сбыт по всему миру. Посетить производство можно в любое удобное время.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,8bc048b35310528b2ec69e59949f18c0976187420181acfd3725c40b780ac3be,source/detail_pages/detail_f1c46b48-c50a-68c0-737c-e319ad458cf3.html
China Commodity Fair 2026,25–27 августа 2026,"Changzhou Bestfull E-Сommerce Co., Ltd",Changzhou Bestfull E-Сommerce,"продукты питания, товары для спорта и фитнеса, одежда и аксессуары, детские товары и игрушки, товары для красоты и здоровья",Китай,Москва,"Китай, Changzhou, No. 196 Dongsheng Road, Liyang City, Jiangsu Province",1A25,1,Продукты питания и сельскохозяйственная продукция; Товары для фитнеса и спорта; Одежда и аксессуары; Детские товары и игрушки; Товары для здоровья и красоты; Подарки и товары для праздника; Товары для сада и отдыха на природе; Бытовая техника и электроника; Товары для дома и кухни,,,,,,https://online.gefera.ru/info/ICF26/catalog/2b4632a5-9230-fcdd-88ec-bd0e3e187643/,2b4632a5-9230-fcdd-88ec-bd0e3e187643,"Компания «Changzhou Bestbuy E-commerce» специализируется на онлайн-рознице бытовых товаров повседневного спроса, предлагая потребителям удобный шопинг за счет тщательно отобранного ассортимента и высокой операционной эффективности.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ef0d8a11affe62da6ba972307b7516dc683ae54e79da3f602e979672044d2221,source/detail_pages/detail_2b4632a5-9230-fcdd-88ec-bd0e3e187643.html
China Commodity Fair 2026,25–27 августа 2026,"DALIAN GOLDEN SOURCE HOUSEWARES CO., LTD",Dalian Golden Source Housewares,товары для дома и кухни,Китай,Москва,"Китай, Далянь, Китай, г. Далянь, район Шахэкоу, площадь Синьхай, корпус F, помещение 7-5",1C33,1,Товары для дома и кухни,,,http://dl-goldensource.com/EN/products.aspx?ProductsCateID=55&CateID=55,rachel@dl-goldensouce.com; shelly@dl-goldensource.com; victor@dl-goldensource.com,,https://online.gefera.ru/info/ICF26/catalog/ade53b35-2b1a-c322-f91a-66e243ff913c/,ade53b35-2b1a-c322-f91a-66e243ff913c,"Компания «DALIAN GOLDEN SOURCE HOUSEWARES», работающая с 2000 года, поставляет чистящие средства, бытовой пластик, щетки и метлы, домашний текстиль, товары для кемпинга, декор и другие повседневные товары крупным розничным сетям и оптовым покупателям из Японии, Северной Америки, Европы и Юго-Восточной Азии. Команда контроля качества из 30 специалистов сопровождает весь цикл от сырья до готовой продукции, при этом фирма предлагает полную кастомизацию размеров и цветов, имея заводскую приемку Walmart и TESCO. Управленческая и торговая команда организации с опытом более пяти лет сотрудничает с 50 с лишним фабриками, обеспечивая подбор качественных товаров по выгодным ценам. В ассортимент входят швабры, щетки, полотенца, мусорные и вакуумные пакеты, москитные сетки, скатерти, кемпинговое снаряжение и декоративные изделия, а постоянное обновление моделей позволяет ежегодно увеличивать объем продаж на 20 процентов, ведь 9 из 10 клиентов возвращаются за повторными заказами.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,25204c5061977e0a4fffa1a289f29c1dba1bb9bb0bccba321853f14dce4477aa,source/detail_pages/detail_ade53b35-2b1a-c322-f91a-66e243ff913c.html
China Commodity Fair 2026,25–27 августа 2026,"DALIAN SUN LIFE HOUSEWARES CO., LTD",Dalian Sun Life Housewares,товары для дома и кухни,Китай,Москва,"Китай, 116001, DALIAN, ROOM 1020,UNIT 1,No.42,SHANGHAI ROAD, ZHONGSHAN DIST, DALIAN CITY, LIAONING PROVINCE,CHINA",1C22,1,Товары для дома и кухни,,,,kenny@sunlife-housewares.com.cn,+86(411)8271-0559,https://online.gefera.ru/info/ICF26/catalog/2a0240c0-478f-9285-ca7d-cf99682177cd/,2a0240c0-478f-9285-ca7d-cf99682177cd,"Компания «DALIAN SUN LIFE HOUSEWARES» поставляет экспортную продукцию первого класса в развивающиеся страны. Ежегодный объем экспорта организации в США и Канаду составляет порядка 2 миллионов долларов, аналогичная сумма приходится и на европейский рынок. Предприятие размещает рекламу в американских и европейских журналах по интерьеру и декору, а его продукция пользуется широкой известностью в этих странах.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,db3473823778abdfdee9e0dd0794e4128f52435cebdb6c38cda54c789685ef53,source/detail_pages/detail_2a0240c0-478f-9285-ca7d-cf99682177cd.html
China Commodity Fair 2026,25–27 августа 2026,"DEHUA KAIYUAN PORCELAIN INDUSTRY CO., LTD",Dehua Kaiyuan Porcelain Industry,"подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 362500, QUANZHOU, No. 12 Baomei Street, Longxun Town, Dehua County, Quanzhou, Fujian",1F38,1,Подарки и товары для праздника; Товары для дома и кухни,,,,shirly@kaiyuan1995.com,+86(595)2428-5921,https://online.gefera.ru/info/ICF26/catalog/b180e009-00fd-da1e-6175-814f5dabae79/,b180e009-00fd-da1e-6175-814f5dabae79,"Компания «DEHUA KAIYUAN PORCELAIN INDUSTRY» с 1995 года специализируется на дизайне и производстве керамики, делая ставку на выдающийся дизайн и высокое качество продукции. В штате организации трудятся 300 квалифицированных сотрудников, обслуживающих таких мировых клиентов, как Walmart, ASDA и RAYWARE. Ежегодно предприятие экспортирует 5 миллионов фарфоровых изделий с оборотом свыше 5 миллионов долларов США, а четыре передовые линии обжига и превосходное оснащение гарантируют оперативные поставки и стабильное качество. Фирма придерживается ключевой философии «качество прежде всего и ориентация на клиента» и тепло приглашает всех заказчиков посетить производство и изучить возможности сотрудничества.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,be99c809b4fcbe809335f099ff879ca86a15326c7cca4d84bba5f98066242f4c,source/detail_pages/detail_b180e009-00fd-da1e-6175-814f5dabae79.html
China Commodity Fair 2026,25–27 августа 2026,"EAGLE RESOURCES TRADING (XIAMEN), LIMITED",Eagle Resources Trading (Xiamen),"подарки и товары для праздника, товары для сада и отдыха, товары для дома и кухни",Китай,Москва,"Китай, 361012, XIAMEN, 15th Floor, Yinlong Building, 258 Dongdu Road, Huli District, Xiamen, Fujian",1B13,1,Подарки и товары для праздника; Товары для сада и отдыха на природе; Товары для дома и кухни,,,http://www.eagleresources.com.cn,andy@eagleresources.com.cn,+86(592)6016-199,https://online.gefera.ru/info/ICF26/catalog/2b5a410c-b1ec-cacc-be8a-da696a30a990/,2b5a410c-b1ec-cacc-be8a-da696a30a990,"Основанная в 1991 году, компания «Eagle Profit Trading», опирается на более чем тридцатилетний опыт международной торговли и руководствуется ключевой философией: ""качество — фундамент устойчивого успеха"". Пройдя эволюцию от классического трейдинга к вертикально интегрированной структуре, фирма вкладывает средства в высококлассные производства и связывает себя с ними партнерскими узами. Это дает заказчикам абсолютную ясность по структуре затрат и честное ценообразование, приоритетную постановку заказов в график с гарантией отгрузки точно в срок и непрерывный внутренний аудит, поддерживающий жесткие стандарты на всех стадиях работы.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ec2fd9aabb99468d265240e012964961059502d43f444b1d5f4368f42fb648a6,source/detail_pages/detail_2b5a410c-b1ec-cacc-be8a-da696a30a990.html
China Commodity Fair 2026,25–27 августа 2026,"FUJIAN CASA BONITA GIFT & HOUSEWARE CO., LTD",Fujian Casa Bonita Gift & Houseware,"подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, Quanzhou, No. 5 Fengying Road, Beifeng Industrial Zone, Fengze District",1C10,1,Подарки и товары для праздника; Товары для дома и кухни,,,http://www.casabonitagift.com,,,https://online.gefera.ru/info/ICF26/catalog/5c9ea3b6-fcec-81fa-c4e3-c6c2d1e3b0ec/,5c9ea3b6-fcec-81fa-c4e3-c6c2d1e3b0ec,"Компания «Fujian Casa Bonita Gift & Houseware», основанная 8 января 2004 года, специализируется на реализации товаров для дома, подарков, бонсай, цветочных композиций, обиходных предметов, бытовой техники и спортивного инвентаря, параллельно занимаясь дизайн-проектами по оформлению интерьеров и обладая правами на самостоятельный и агентский импорт и экспорт различных товарных категорий и технологий. Предприятие разрабатывает и выпускает декоративные изделия из смолы и керамики, а также владеет функциональными подарочными линейками, такими как мультяшные копилки и магниты на холодильник под собственным брендом Coke&Kitty, делая мощный акцент на продуктовых инновациях и ежегодно создавая тысячи новых наименований продукции.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,9b5772d16e209398aaf8302c3f3746400add4374261bea54fa6503953afd9a85,source/detail_pages/detail_5c9ea3b6-fcec-81fa-c4e3-c6c2d1e3b0ec.html
China Commodity Fair 2026,25–27 августа 2026,"FUJIAN DEHUA ARTSWAY IMPORT AND EXPORT., LTD",Fujian Dehua Artsway Import And Export.,товары для дома и кухни,Китай,Москва,"Китай, 362500, Quanzhou, No. 116 Longxun Road, Baomei Industrial Zone, Longxun Town, Dehua County",1A51,1,Товары для дома и кухни,,,http://www.artsway.net,info@artsway.net,,https://online.gefera.ru/info/ICF26/catalog/0235a5b5-d19c-52c9-1f83-8e0cbc1698fb/,0235a5b5-d19c-52c9-1f83-8e0cbc1698fb,"Компания «FUJIAN DEHUA ARTSWAY IMPORT AND EXPORT» совмещает исследовательскую деятельность, продажи и торговые операции, делая акцент на поставках праздничного и интерьерного декора из керамики, полистоуна, магнезита, металла, текстиля, дерева и пластика. Штат фирмы укомплектован опытными управленцами, производство подтверждено сертификацией BSCI, а контроль качества на регулярной основе ведется совместно с инспекционными службами BV и SGS. Предприятие накопило богатый опыт в совместной разработке изделий, а его узнаваемой чертой стало умение создавать нестандартные глазуровочные покрытия для фарфоровых ваз и предметов домашнего декора. Корпорация полностью курирует клиентские художественные проекты, выдерживая жесткие сроки при изготовлении образцов и гарантируя абсолютное совпадение серийного выпуска с утвержденными эталонами. Доверие заказчиков со всего мира организация заслужила не только строгим соблюдением графиков, но и безупречной защитой эксклюзивных проектов: любая информация о дизайне остается конфиденциальной и никогда не передается на рынок без санкции правообладателя.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,76748d2e6e67ee06aa7b55afafcb05d54a49dbb61d032797575af5986e3ddbf8,source/detail_pages/detail_0235a5b5-d19c-52c9-1f83-8e0cbc1698fb.html
China Commodity Fair 2026,25–27 августа 2026,"FUJIAN DEHUA JIASHUNYI ARTS AND CRAFTS CO., LTD",Fujian Dehua Jiashunyi Arts And Crafts,"подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 362500, QUANZHOU, No. 17, Chengdong Road, Dehua County, Quanzhou, Fujian",1F42,1,Подарки и товары для праздника; Товары для дома и кухни,,,,sales01@jsyarts.com,+86(595)2353-0235,https://online.gefera.ru/info/ICF26/catalog/a8639707-c074-2ff5-1dc9-f2dd3271d8fa/,a8639707-c074-2ff5-1dc9-f2dd3271d8fa,"Компания ""FUJIAN DEHUA JIASHUNYI ARTS AND CRAFTS CO., LTD"" основанная в 2015 году, специализируется на экспорте цементных декоративных изделий, цветочных горшков, керамических поделок, подарков, обиходных товаров и полиэфирных смоляных изделий. Организация прошла аудиты BSCI и DG и располагает собственной дизайнерской командой. Руководствуясь принципами качества и первоклассного сервиса, предприятие нацелено поставлять высококачественную продукцию и предлагать конкурентоспособные цены заказчикам по всему миру.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,170f867394ef5c81c1fc83faf88da1b3ac4e8ca73790af50177f256b267853c2,source/detail_pages/detail_a8639707-c074-2ff5-1dc9-f2dd3271d8fa.html
China Commodity Fair 2026,25–27 августа 2026,"FUJIAN DEHUA WILL CERAMIC CO., LTD",Fujian Dehua Will Ceramic,"подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 362500, QUANZHOU, No. 8, Shidun Third Road, Xunzhong Town, Dehua County, Quanzhou, Fujian",1A01,1,Подарки и товары для праздника; Товары для дома и кухни,,,http://www.willceramic.cn,maggie@willceramic.com,+86(595)2358-0678,https://online.gefera.ru/info/ICF26/catalog/27ee41e4-9c88-0ae3-6236-738ff124035c/,27ee41e4-9c88-0ae3-6236-738ff124035c,"Компания «Fujian Dehua Will Ceramic», основанная в 2002 году, выросла в производственный комплекс площадью 9 900 квадратных метров с застройкой 29 900 квадратных метров, оснащенный передовыми линиями по выпуску доломита, керамики, фарфора и гончарных изделий, включая 60-метровую туннельную печь и две кубические печи, с годовым объемом производства свыше 4,5 миллиона долларов США. Предприятие заботится о благополучии сотрудников, располагая современным общежитием на 6 600 квадратных метров, а команда разработчиков из более чем 10 профессионалов ежегодно создает свыше 3 000 новых дизайнов в категориях сувенирной продукции, повседневных предметов и праздничного декора, предлагая также изготовление образцов по индивидуальным заказам. В организации действует строгая система контроля качества, а отзывчивый отдел продаж обеспечивает оперативную связь и быстрое выполнение заказов. В 2009 году была учреждена компания «Xiamen Best Will Imp. & Exp.» для работы с более широким спектром материалов за пределами керамики. Фирма приглашает зарубежных заказчиков к долгосрочному партнерству и успешному сотрудничеству.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ba4342eacef565a778c5296dbab7ae1423022b5be8839d5c60baeb797e69248c,source/detail_pages/detail_27ee41e4-9c88-0ae3-6236-738ff124035c.html
